order_id,order_date,ship_date,order_priority,country_code,product_id,sales_channel,units_sold,unit_price,unit_cost,product_name,country,region,sub_region,revenue,total_cost,profit,margin_%
125349128,2012-05-18,2012-06-06,L,SMR,2103,Offline,2447,205.7,117.11,Cereal,San Marino,Europe,Southern Europe,503347.89999999997,286568.17,216779.72999999998,43.06757413709285
126948583,2017-05-24,2017-07-09,C,UNKNOWN,7331,Online,5762,255.28,159.42,Baby Food,,,,1470923.36,918578.0399999999,552345.3200000002,37.55092447508619
127694451,2011-12-07,2011-12-27,L,EST,5988,Offline,6481,154.06,90.93,Vegetables,Estonia,Europe,Northern Europe,998462.86,589317.3300000001,409145.5299999999,40.97754121770738
127838218,2013-09-20,2013-10-29,C,NLD,4594,Offline,9024,9.33,6.92,Fruits,Netherlands,Europe,Western Europe,84193.92,62446.08,21747.839999999997,25.830653804930332
128003442,2010-09-09,2010-10-23,L,CHE,7331,Online,7918,255.28,159.42,Baby Food,Switzerland,Europe,Western Europe,2021307.04,1262287.5599999998,759019.4800000002,37.55092447508619
128686225,2011-01-25,2011-03-13,M,HUN,7331,Online,9968,255.28,159.42,Baby Food,Hungary,Europe,Eastern Europe,2544631.04,1589098.5599999998,955532.4800000002,37.55092447508619
128766906,2011-02-13,2011-03-28,C,UNKNOWN,7940,Offline,3844,668.27,502.54,Household,,,,2568829.88,1931763.76,637066.1199999999,24.799856345489097
129127395,2013-06-16,2013-06-20,L,LVA,8681,Online,520,651.21,524.96,Office Supplies,Latvia,Europe,Northern Europe,338629.2,272979.2,65650.0,19.386987300563565
129169023,2012-06-08,2012-07-18,M,UNKNOWN,1270,Offline,2839,47.45,31.79,Beverages,,,,134710.55000000002,90251.81,44458.74000000002,33.003161222339315
129875409,2011-04-19,2011-04-26,L,LTU,3127,Offline,1875,81.73,56.67,Personal Care,Lithuania,Europe,Northern Europe,153243.75,106256.25,46987.5,30.661935641747217
129902875,2014-03-21,2014-04-24,C,BGR,7940,Online,2,668.27,502.54,Household,Bulgaria,Europe,Eastern Europe,1336.54,1005.08,331.4599999999999,24.799856345489093
130356919,2013-09-18,2013-10-01,H,CHE,5988,Online,4364,154.06,90.93,Vegetables,Switzerland,Europe,Western Europe,672317.84,396818.52,275499.31999999995,40.97754121770738
130754315,2013-10-27,2013-11-02,H,FRA,8681,Online,1962,651.21,524.96,Office Supplies,France,Europe,Western Europe,1277674.02,1029971.52,247702.5,19.386987300563565
131585586,2017-03-13,2017-04-13,C,FRA,3127,Offline,7954,81.73,56.67,Personal Care,France,Europe,Western Europe,650080.42,450753.18,199327.24000000005,30.661935641747224
132069671,2017-07-09,2017-07-20,M,AUT,3127,Online,1205,81.73,56.67,Personal Care,Austria,Europe,Western Europe,98484.65000000001,68287.35,30197.300000000003,30.661935641747217
132603538,2012-09-20,2012-11-06,M,HUN,8293,Online,9188,437.2,263.33,Cosmetics,Hungary,Europe,Eastern Europe,4016993.6,2419476.04,1597517.56,39.76898444647758
133276450,2016-01-27,2016-03-15,H,UNKNOWN,3127,Online,8318,81.73,56.67,Personal Care,,,,679830.14,471381.06,208449.08000000002,30.661935641747217
134121024,2011-02-28,2011-04-08,L,EST,5988,Online,8246,154.06,90.93,Vegetables,Estonia,Europe,Northern Europe,1270378.76,749808.78,520569.98,40.97754121770738
134790503,2012-04-02,2012-04-26,M,ITA,2455,Online,6360,109.28,35.84,Clothes,Italy,Europe,Southern Europe,695020.8,227942.40000000002,467078.4,67.20351390922401
136624276,2016-02-20,2016-03-08,L,LVA,1270,Offline,9014,47.45,31.79,Beverages,Latvia,Europe,Northern Europe,427714.30000000005,286555.06,141159.24000000005,33.00316122233931
138025033,2013-07-13,2013-08-03,L,GBR,8969,Online,3529,152.58,97.44,Snacks,United Kingdom,Europe,Northern Europe,538454.8200000001,343865.76,194589.06000000006,36.13841918993316
138182103,2014-08-09,2014-08-16,C,NLD,8681,Online,10,651.21,524.96,Office Supplies,Netherlands,Europe,Western Europe,6512.1,5249.6,1262.5,19.386987300563565
138820683,2010-07-09,2010-07-09,L,RUS,2455,Offline,8980,109.28,35.84,Clothes,Russia,Europe,Eastern Europe,981334.4,321843.2,659491.2,67.20351390922401
139201343,2016-08-27,2016-09-06,H,IRL,8293,Offline,1625,437.2,263.33,Cosmetics,Ireland,Europe,Northern Europe,710450.0,427911.25,282538.75,39.76898444647758
139949357,2014-07-01,2014-07-14,H,UNKNOWN,5988,Online,2980,154.06,90.93,Vegetables,,,,459098.8,270971.4,188127.39999999997,40.97754121770738
140461766,2014-07-08,2014-07-20,C,UKR,8293,Online,4613,437.2,263.33,Cosmetics,Ukraine,Europe,Eastern Europe,2016803.5999999999,1214741.29,802062.3099999998,39.76898444647758
140499961,2011-03-29,2011-04-30,L,LVA,3127,Online,5915,81.73,56.67,Personal Care,Latvia,Europe,Northern Europe,483432.95,335203.05,148229.90000000002,30.661935641747217
141764247,2013-07-15,2013-08-29,H,AND,7331,Offline,46,255.28,159.42,Baby Food,Andorra,Europe,Southern Europe,11742.88,7333.32,4409.5599999999995,37.55092447508618
141846215,2012-07-18,2012-08-16,H,GEO,2455,Online,4302,109.28,35.84,Clothes,Georgia,Asia,Western Asia,470122.56,154183.68000000002,315938.88,67.20351390922401
141875827,2011-03-13,2011-04-16,C,POL,7940,Online,3065,668.27,502.54,Household,Poland,Europe,Eastern Europe,2048247.55,1540285.1,507962.44999999995,24.799856345489097
142375361,2014-02-08,2014-02-19,L,LIE,4594,Online,888,9.33,6.92,Fruits,Liechtenstein,Europe,Western Europe,8285.04,6144.96,2140.080000000001,25.830653804930336
142987763,2013-08-18,2013-09-01,L,NLD,7940,Offline,2112,668.27,502.54,Household,Netherlands,Europe,Western Europe,1411386.24,1061364.48,350021.76,24.7998563454891
143414771,2012-05-21,2012-06-03,H,IRL,7940,Offline,8473,668.27,502.54,Household,Ireland,Europe,Northern Europe,5662251.71,4258021.42,1404230.29,24.7998563454891
144282948,2013-07-13,2013-08-01,H,FIN,2103,Online,5386,205.7,117.11,Cereal,Finland,Europe,Northern Europe,1107900.2,630754.46,477145.74,43.067574137092855
144743001,2013-03-12,2013-04-21,M,SVN,7331,Offline,1525,255.28,159.42,Baby Food,Slovenia,Europe,Southern Europe,389302.0,243115.49999999997,146186.50000000003,37.55092447508619
144978606,2011-01-06,2011-02-19,C,IRL,8681,Online,1246,651.21,524.96,Office Supplies,Ireland,Europe,Northern Europe,811407.66,654100.16,157307.5,19.386987300563565
146349751,2017-05-01,2017-06-13,M,LTU,5988,Online,6999,154.06,90.93,Vegetables,Lithuania,Europe,Northern Europe,1078265.94,636419.0700000001,441846.8699999999,40.977541217707376
146545875,2011-11-27,2012-01-07,M,SVK,8293,Offline,5036,437.2,263.33,Cosmetics,Slovakia,Europe,Eastern Europe,2201739.1999999997,1326129.88,875609.3199999998,39.76898444647758
147826898,2015-09-29,2015-11-05,M,BEL,8293,Online,4119,437.2,263.33,Cosmetics,Belgium,Europe,Western Europe,1800826.8,1084656.27,716170.53,39.76898444647758
148894631,2013-09-19,2013-09-25,H,POL,8681,Online,85,651.21,524.96,Office Supplies,Poland,Europe,Eastern Europe,55352.850000000006,44621.600000000006,10731.25,19.38698730056356
149274003,2013-04-29,2013-05-29,C,NOR,7940,Offline,2350,668.27,502.54,Household,Norway,Europe,Northern Europe,1570434.5,1180969.0,389465.5,24.7998563454891
150293242,2015-05-19,2015-06-21,H,UNKNOWN,8681,Offline,3965,651.21,524.96,Office Supplies,,,,2582047.6500000004,2081466.4000000001,500581.25000000023,19.386987300563572
151312482,2017-06-06,2017-07-12,H,CZE,8293,Online,5581,437.2,263.33,Cosmetics,Czech Republic,Europe,Eastern Europe,2440013.1999999997,1469644.73,970368.4699999997,39.76898444647758
152191388,2012-05-18,2012-06-22,L,ALB,7331,Offline,5669,255.28,159.42,Baby Food,Albania,Europe,Southern Europe,1447182.32,903751.98,543430.3400000001,37.550924475086184
152411115,2013-01-04,2013-02-21,H,SWE,8875,Online,691,421.89,364.69,Meat,Sweden,Europe,Northern Europe,291525.99,252000.79,39525.19999999998,13.558036455000114
152505099,2012-05-07,2012-05-19,M,SMR,2455,Offline,8503,109.28,35.84,Clothes,San Marino,Europe,Southern Europe,929207.84,304747.52,624460.32,67.20351390922401
152746713,2010-05-02,2010-05-08,C,BIH,8681,Offline,2,651.21,524.96,Office Supplies,Bosnia and Herzegovina,Europe,Southern Europe,1302.42,1049.92,252.5,19.386987300563565
153974950,2011-08-22,2011-09-20,L,SWE,4594,Offline,3464,9.33,6.92,Fruits,Sweden,Europe,Northern Europe,32319.12,23970.88,8348.239999999998,25.830653804930325
155086886,2014-01-28,2014-02-05,M,SVN,8293,Offline,2511,437.2,263.33,Cosmetics,Slovenia,Europe,Southern Europe,1097809.2,661221.63,436587.56999999995,39.76898444647758
155914723,2015-03-12,2015-03-29,H,IRL,4594,Offline,7486,9.33,6.92,Fruits,Ireland,Europe,Northern Europe,69844.38,51803.12,18041.260000000002,25.830653804930332
156158483,2016-06-26,2016-08-05,C,LTU,2455,Offline,9620,109.28,35.84,Clothes,Lithuania,Europe,Northern Europe,1051273.6,344780.80000000005,706492.8,67.20351390922401
158479773,2015-05-19,2015-06-18,L,RUS,7331,Offline,6542,255.28,159.42,Baby Food,Russia,Europe,Eastern Europe,1670041.76,1042925.6399999999,627116.1200000001,37.550924475086184
158673751,2014-03-22,2014-05-10,H,DEU,8969,Online,3944,152.58,97.44,Snacks,Germany,Europe,Western Europe,601775.52,384303.36,217472.16000000003,36.13841918993315
159232509,2014-06-08,2014-07-14,H,CHE,4594,Online,9293,9.33,6.92,Fruits,Switzerland,Europe,Western Europe,86703.69,64307.56,22396.130000000005,25.830653804930336
159805858,2012-11-19,2012-12-17,M,UNKNOWN,8875,Offline,8959,421.89,364.69,Meat,,,,3779712.51,3267257.71,512454.7999999998,13.558036455000114
160578763,2015-09-27,2015-10-30,L,ROU,8681,Online,7679,651.21,524.96,Office Supplies,Romania,Europe,Eastern Europe,5000641.59,4031167.8400000003,969473.7499999995,19.386987300563558
160751283,2011-10-29,2011-11-13,C,LVA,3127,Offline,8732,81.73,56.67,Personal Care,Latvia,Europe,Northern Europe,713666.36,494842.44,218823.91999999998,30.661935641747213
161399304,2010-03-01,2010-03-15,L,SVK,8293,Online,496,437.2,263.33,Cosmetics,Slovakia,Europe,Eastern Europe,216851.19999999998,130611.68,86239.51999999999,39.76898444647758
161607444,2012-08-22,2012-10-03,L,ROU,8875,Offline,2089,421.89,364.69,Meat,Romania,Europe,Eastern Europe,881328.21,761837.41,119490.79999999993,13.55803645500011
161812150,2012-11-09,2012-11-12,C,DNK,2455,Online,2666,109.28,35.84,Clothes,Denmark,Europe,Northern Europe,291340.48,95549.44,195791.03999999998,67.20351390922401
162791907,2011-08-30,2011-10-19,M,RUS,1270,Offline,2598,47.45,31.79,Beverages,Russia,Europe,Eastern Europe,123275.1,82590.42,40684.68000000001,33.00316122233931
163587558,2016-03-22,2016-04-19,M,MKD,8969,Offline,8048,152.58,97.44,Snacks,Macedonia,Europe,Southern Europe,1227963.84,784197.12,443766.7200000001,36.13841918993315
163744628,2017-04-17,2017-05-01,L,FIN,8681,Offline,4529,651.21,524.96,Office Supplies,Finland,Europe,Northern Europe,2949330.0900000003,2377543.8400000003,571786.25,19.38698730056356
164259612,2015-03-22,2015-04-29,M,BEL,8875,Offline,6924,421.89,364.69,Meat,Belgium,Europe,Western Europe,2921166.36,2525113.56,396052.7999999998,13.558036455000114
166810500,2011-10-10,2011-11-21,M,BIH,2455,Online,1789,109.28,35.84,Clothes,Bosnia and Herzegovina,Europe,Southern Europe,195501.92,64117.76000000001,131384.16,67.20351390922401
168319404,2012-02-20,2012-03-10,H,SVK,8681,Online,8307,651.21,524.96,Office Supplies,Slovakia,Europe,Eastern Europe,5409601.470000001,4360842.720000001,1048758.75,19.38698730056356
168487203,2014-08-03,2014-09-21,H,UNKNOWN,8681,Offline,7962,651.21,524.96,Office Supplies,,,,5184934.0200000005,4179731.5200000005,1005202.5,19.386987300563565
168960559,2013-07-14,2013-08-19,H,GEO,7331,Online,8039,255.28,159.42,Baby Food,Georgia,Asia,Western Asia,2052195.92,1281577.38,770618.54,37.550924475086184
168979442,2010-10-22,2010-12-10,H,SMR,8875,Online,3627,421.89,364.69,Meat,San Marino,Europe,Southern Europe,1530195.03,1322730.63,207464.40000000014,13.558036455000128
169378983,2014-03-21,2014-04-10,L,CHE,8875,Online,1860,421.89,364.69,Meat,Switzerland,Europe,Western Europe,784715.4,678323.4,106392.0,13.558036455000119
169799983,2012-10-22,2012-11-20,H,SVN,4594,Online,6443,9.33,6.92,Fruits,Slovenia,Europe,Southern Europe,60113.19,44585.56,15527.630000000005,25.830653804930336
173122918,2015-06-08,2015-07-25,M,BLR,2455,Offline,9773,109.28,35.84,Clothes,Belarus,Europe,Eastern Europe,1067993.44,350264.32,717729.1199999999,67.203513909224
174218118,2016-04-30,2016-06-13,M,DEU,2103,Offline,3867,205.7,117.11,Cereal,Germany,Europe,Western Europe,795441.8999999999,452864.37,342577.5299999999,43.06757413709285
174614226,2017-06-24,2017-08-13,C,AND,7331,Offline,1085,255.28,159.42,Baby Food,Andorra,Europe,Southern Europe,276978.8,172970.69999999998,104008.1,37.550924475086184
174935233,2016-07-26,2016-07-29,M,FRA,8293,Online,6078,437.2,263.33,Cosmetics,France,Europe,Western Europe,2657301.6,1600519.74,1056781.86,39.76898444647758
175723588,2014-06-09,2014-06-14,L,MCO,7940,Online,9370,668.27,502.54,Household,Monaco,Europe,Western Europe,6261689.899999999,4708799.8,1552890.0999999996,24.799856345489097
176050603,2013-09-08,2013-10-28,C,POL,2103,Online,6140,205.7,117.11,Cereal,Poland,Europe,Eastern Europe,1262998.0,719055.4,543942.6,43.06757413709285
176722657,2012-09-08,2012-09-16,H,EST,2455,Online,5016,109.28,35.84,Clothes,Estonia,Europe,Northern Europe,548148.48,179773.44000000003,368375.0399999999,67.203513909224
177147090,2013-07-15,2013-08-17,L,MCO,8875,Offline,615,421.89,364.69,Meat,Monaco,Europe,Western Europe,259462.35,224284.35,35178.0,13.558036455000119
178604066,2015-09-20,2015-10-18,C,AUT,7940,Online,1767,668.27,502.54,Household,Austria,Europe,Western Europe,1180833.09,887988.18,292844.91000000003,24.7998563454891
179819428,2012-05-05,2012-06-02,C,BGR,8293,Online,1420,437.2,263.33,Cosmetics,Bulgaria,Europe,Eastern Europe,620824.0,373928.6,246895.40000000002,39.76898444647759
180358016,2016-04-30,2016-05-16,M,MLT,1270,Online,800,47.45,31.79,Beverages,Malta,Europe,Southern Europe,37960.0,25432.0,12528.0,33.00316122233931
180479466,2011-01-05,2011-01-12,C,BLR,5988,Online,6740,154.06,90.93,Vegetables,Belarus,Europe,Eastern Europe,1038364.4,612868.2000000001,425496.19999999995,40.97754121770738
181260526,2017-05-03,2017-06-03,M,UKR,8681,Offline,7872,651.21,524.96,Office Supplies,Ukraine,Europe,Eastern Europe,5126325.12,4132485.12,993840.0,19.386987300563565
182078921,2016-01-12,2016-02-14,H,FIN,4594,Offline,54,9.33,6.92,Fruits,Finland,Europe,Northern Europe,503.82,373.68,130.14,25.830653804930332
182228696,2010-05-31,2010-07-12,L,LVA,8681,Online,4375,651.21,524.96,Office Supplies,Latvia,Europe,Northern Europe,2849043.75,2296700.0,552343.75,19.386987300563565
183778369,2012-12-24,2013-01-07,L,BIH,8969,Online,2958,152.58,97.44,Snacks,Bosnia and Herzegovina,Europe,Southern Europe,451331.64,288227.52,163104.12,36.138419189933146
183910119,2014-06-09,2014-06-11,C,UKR,8293,Online,1946,437.2,263.33,Cosmetics,Ukraine,Europe,Eastern Europe,850791.2,512440.18,338351.01999999996,39.76898444647758
184120833,2014-10-27,2014-10-31,H,DNK,2455,Offline,4301,109.28,35.84,Clothes,Denmark,Europe,Northern Europe,470013.28,154147.84000000003,315865.44,67.20351390922401
184412229,2015-04-04,2015-04-07,C,BIH,7331,Online,531,255.28,159.42,Baby Food,Bosnia and Herzegovina,Europe,Southern Europe,135553.68,84652.01999999999,50901.66,37.550924475086184
184708344,2016-11-27,2016-12-02,H,BIH,5988,Online,8159,154.06,90.93,Vegetables,Bosnia and Herzegovina,Europe,Southern Europe,1256975.54,741897.8700000001,515077.6699999999,40.97754121770738
184976994,2015-08-21,2015-09-21,C,LIE,7940,Online,7658,668.27,502.54,Household,Liechtenstein,Europe,Western Europe,5117611.66,3848451.3200000003,1269160.3399999999,24.799856345489097
185947310,2012-01-06,2012-01-27,L,SMR,3127,Online,4796,81.73,56.67,Personal Care,San Marino,Europe,Southern Europe,391977.08,271789.32,120187.76000000001,30.661935641747217
185960614,2011-04-20,2011-05-28,M,AUT,4594,Offline,8733,9.33,6.92,Fruits,Austria,Europe,Western Europe,81478.89,60432.36,21046.53,25.830653804930332
186079490,2015-08-25,2015-08-29,L,DNK,5988,Online,3911,154.06,90.93,Vegetables,Denmark,Europe,Northern Europe,602528.66,355627.23000000004,246901.43,40.97754121770738
186597907,2015-11-01,2015-12-15,M,LIE,8681,Online,7322,651.21,524.96,Office Supplies,Liechtenstein,Europe,Western Europe,4768159.62,3843757.12,924402.5,19.386987300563565
186847674,2017-04-16,2017-04-23,M,ISL,8293,Online,1234,437.2,263.33,Cosmetics,Iceland,Europe,Northern Europe,539504.7999999999,324949.22,214555.57999999996,39.76898444647758
187103450,2011-05-04,2011-05-14,M,BEL,4594,Offline,6924,9.33,6.92,Fruits,Belgium,Europe,Western Europe,64600.92,47914.08,16686.839999999997,25.830653804930325
188866841,2014-05-16,2014-05-20,L,SVN,2455,Offline,8750,109.28,35.84,Clothes,Slovenia,Europe,Southern Europe,956200.0,313600.00000000006,642600.0,67.20351390922401
189108455,2012-05-11,2012-06-30,H,CZE,8681,Offline,249,651.21,524.96,Office Supplies,Czech Republic,Europe,Eastern Europe,162151.29,130715.04000000001,31436.25,19.386987300563565
189667212,2012-07-28,2012-09-03,H,RUS,8969,Offline,5598,152.58,97.44,Snacks,Russia,Europe,Eastern Europe,854142.8400000001,545469.12,308673.7200000001,36.13841918993316
189924275,2013-02-22,2013-03-21,L,HRV,1270,Offline,1668,47.45,31.79,Beverages,Croatia,Europe,Southern Europe,79146.6,53025.72,26120.880000000005,33.00316122233931
190002810,2017-06-20,2017-08-05,C,AND,2455,Online,4909,109.28,35.84,Clothes,Andorra,Europe,Southern Europe,536455.52,175938.56000000003,360516.95999999996,67.203513909224
192236125,2017-03-11,2017-03-22,H,HRV,1270,Offline,5796,47.45,31.79,Beverages,Croatia,Europe,Southern Europe,275020.2,184254.84,90765.36000000002,33.00316122233931
192589318,2012-11-01,2012-12-16,M,CZE,4594,Online,314,9.33,6.92,Fruits,Czech Republic,Europe,Eastern Europe,2929.62,2172.88,756.7399999999998,25.830653804930325
192922341,2012-04-02,2012-05-01,C,AUT,1270,Offline,8863,47.45,31.79,Beverages,Austria,Europe,Western Europe,420549.35000000003,281754.77,138794.58000000002,33.00316122233931
193472945,2016-07-27,2016-09-13,M,BEL,8293,Offline,1799,437.2,263.33,Cosmetics,Belgium,Europe,Western Europe,786522.7999999999,473730.67,312792.12999999995,39.76898444647758
194176757,2017-07-10,2017-08-20,M,RUS,7940,Online,72,668.27,502.54,Household,Russia,Europe,Eastern Europe,48115.44,36182.880000000005,11932.559999999998,24.799856345489093
194785726,2014-10-16,2014-11-13,L,LIE,2103,Offline,280,205.7,117.11,Cereal,Liechtenstein,Europe,Western Europe,57596.0,32790.8,24805.199999999997,43.06757413709285
194858253,2011-05-17,2011-05-22,L,LUX,3127,Online,1742,81.73,56.67,Personal Care,Luxembourg,Europe,Western Europe,142373.66,98719.14,43654.520000000004,30.661935641747217
194922626,2012-01-23,2012-02-07,H,ARM,7331,Offline,791,255.28,159.42,Baby Food,Armenia,Asia,Western Asia,201926.48,126101.21999999999,75825.26000000002,37.55092447508619
195171105,2014-07-25,2014-09-04,M,FIN,3127,Online,4322,81.73,56.67,Personal Care,Finland,Europe,Northern Europe,353237.06,244927.74000000002,108309.31999999998,30.661935641747213
195212733,2013-07-18,2013-08-14,H,EST,2103,Offline,6641,205.7,117.11,Cereal,Estonia,Europe,Northern Europe,1366053.7,777727.51,588326.19,43.06757413709285
